branch,no_customer,customer,age,eduction_level,employ,address,income,debtinc,creddebt,othdebt,default
20,4650,99337,27,High school degree,5,3,28,5.2,0.5,0.96,No
20,4650,99363,45,Did not complete high school,3,13,38,22.1,2.59,5.8,Yes
20,4650,99378,22,Some college,1,2,27,9.8,0.25,2.4,No
20,4650,99388,41,High school degree,13,7,50,14.2,3.72,3.38,Yes
20,4650,99395,52,Did not complete high school,8,6,43,17.5,3.44,4.09,No
20,4650,99428,53,High school degree,34,18,251,15.9,12.37,27.54,No
20,4650,99436,20,Some college,0,0,45,7.7,1.14,2.32,Yes
20,4650,99449,30,Post-undergraduate degree,2,8,99,1.5,0.8,0.69,No
20,4650,99476,68,High school degree,0,17,22,12.5,1.05,1.7,No
20,4650,99524,31,College degree,0,7,41,3.8,1.11,0.44,No
20,4650,99592,54,High school degree,2,21,32,6.7,0.17,1.97,No
20,4650,99593,26,Some college,2,3,38,7.6,1.39,1.49,Yes
20,4650,99634,32,High school degree,12,6,61,8.2,0.3,4.71,No
25,3491,120070,27,High school degree,4,2,34,15.1,0.84,4.3,No
25,3491,120073,60,Some college,22,10,60,22.3,3.25,10.13,No
25,3491,120117,47,High school degree,13,19,58,3.5,0.62,1.41,No
25,3491,120155,47,High school degree,6,11,75,15.2,2.93,8.47,No
25,3491,120174,69,College degree,7,20,75,13.5,1.03,9.09,Yes
25,3491,120175,45,High school degree,7,8,32,5.4,0.13,1.6,No
25,3491,120194,29,Some college,2,5,31,6.8,1.41,0.7,No
25,3491,120199,29,Some college,4,5,67,7.9,0.93,4.36,No
25,3491,120278,27,Did not complete high school,5,2,33,5.1,0.58,1.1,No
25,3491,120285,44,Did not complete high school,9,3,37,18.4,2.92,3.89,No
25,3491,120304,21,Some college,0,1,55,17.1,6.9,2.5,Yes
25,3491,120306,26,Some college,4,4,28,15,2.38,1.82,No
25,3491,120397,56,Some college,26,13,384,11.2,23.31,19.7,Yes
25,3491,120428,38,College degree,4,8,91,3.9,1.02,2.53,Yes
25,3491,120482,42,College degree,17,8,54,10.3,0.29,5.27,No
25,3491,120611,43,Some college,13,11,59,11,1.72,4.77,Yes
25,3491,120614,37,High school degree,17,6,123,10.6,3.89,9.15,No
25,3491,120633,64,Some college,15,22,227,29.9,35.97,31.9,Yes
25,3491,120651,39,High school degree,0,10,38,7.5,0.2,2.65,No
25,3491,120658,21,High school degree,1,0,20,20.3,0.41,3.65,No
25,3491,120708,30,College degree,5,3,62,2.6,0.7,0.91,No
25,3491,120724,52,High school degree,9,12,72,15.4,4.08,7.01,No
25,3491,120769,40,College degree,5,9,62,8,1.49,3.47,Yes
25,3491,120806,23,High school degree,3,2,25,2.5,0.17,0.45,No
25,3491,120822,40,High school degree,2,7,32,3.4,0.18,0.91,No
25,3491,120942,19,High school degree,0,0,37,3,0.21,0.9,No
25,3491,120999,22,College degree,0,0,36,3.3,0.28,0.91,No
25,3491,121027,50,Did not complete high school,20,11,67,18.4,7.24,5.09,Yes
25,3491,121055,36,Post-undergraduate degree,7,12,67,8.2,3.1,2.4,No
25,3491,121097,47,Some college,14,16,36,0.9,0.08,0.24,No
25,3491,121113,19,High school degree,0,0,50,1.8,0.49,0.41,No
25,3491,121151,32,Some college,10,7,70,3.2,0.85,1.39,Yes
25,3491,121201,20,Some college,0,0,32,8.5,1.11,1.61,No
25,3491,121202,20,High school degree,0,0,26,4,0.39,0.65,Yes
25,3491,121206,22,College degree,0,2,31,7.6,0.2,2.16,No
25,3491,121261,23,College degree,0,2,45,10.7,0.61,4.2,Yes
25,3491,121266,62,High school degree,4,5,38,11.3,0.94,3.35,No
25,3491,121285,29,High school degree,9,3,69,6.7,1.07,3.55,No
25,3491,121287,34,Did not complete high school,6,6,33,6.4,0.53,1.59,No
25,3491,121349,18,High school degree,0,0,25,6.2,0.62,0.93,Yes
25,3491,121353,23,Some college,2,2,47,14.6,2.94,3.93,Yes
25,3491,121366,35,Did not complete high school,5,8,62,8.5,1.99,3.28,Yes
25,3491,121378,30,Some college,5,3,27,6.2,0.86,0.81,No
25,3491,121380,36,Some college,7,10,118,11.2,8.48,4.73,Yes
25,3491,121382,18,High school degree,0,0,28,2.4,0.22,0.45,Yes
25,3491,121498,26,High school degree,2,4,30,40.7,5.49,6.72,Yes
25,3491,121541,18,High school degree,0,0,33,8.2,0.84,1.87,Yes
25,3491,121565,31,High school degree,11,8,47,26.9,3.51,9.13,No
25,3491,121595,33,Some college,3,2,46,3.8,0.41,1.34,No
25,3491,121735,20,Did not complete high school,2,0,20,18.8,1.19,2.57,Yes
25,3491,121758,22,College degree,0,1,36,10.7,1.67,2.18,Yes
25,3491,121775,22,High school degree,3,1,45,11.1,1.85,3.15,No
25,3491,121777,22,Did not complete high school,4,1,24,4.4,0.53,0.52,No
25,3491,121795,26,College degree,0,2,103,14.3,8.54,6.19,Yes
25,3491,121826,34,Did not complete high school,10,7,96,5.4,1.65,3.53,No
25,3491,121865,30,Did not complete high school,13,2,42,15.3,0.94,5.48,No
25,3491,121921,40,Some college,15,5,53,23.5,1.91,10.55,Yes
25,3491,121925,21,High school degree,1,0,43,14.1,3.38,2.69,Yes
25,3491,121968,20,High school degree,0,0,28,18,3.07,1.97,Yes
25,3491,121979,18,High school degree,0,0,20,14.5,0.33,2.57,No
25,3491,122000,53,High school degree,24,8,129,2.7,1.01,2.48,No
25,3491,122036,70,High school degree,27,21,92,9.3,3.01,5.54,No
25,3491,122060,26,Post-undergraduate degree,0,3,49,4.4,0.95,1.21,No
25,3491,122066,43,High school degree,16,7,119,18.1,8.16,13.38,Yes
25,3491,122084,38,Some college,3,3,34,3.9,0.86,0.46,No
25,3491,122157,31,High school degree,3,6,45,0.7,0.13,0.19,No
25,3491,122192,24,College degree,0,1,35,1.2,0.04,0.38,Yes
25,3491,122205,44,College degree,21,14,314,4.7,3.5,11.26,No
25,3491,122365,62,Post-undergraduate degree,31,14,699,5.9,6.6,34.64,No
25,3491,122372,52,Some college,24,10,403,5.1,8.32,12.23,No
25,3491,122460,33,College degree,3,2,40,1.2,0.26,0.22,No
25,3491,122484,26,College degree,1,3,39,2,0.33,0.45,No
25,3491,122575,34,High school degree,4,8,46,5.5,0.7,1.83,No
25,3491,122602,54,College degree,0,14,66,9.6,1.98,4.35,No
25,3491,122609,61,Did not complete high school,0,24,25,33,3.42,4.83,Yes
25,3491,122620,44,Post-undergraduate degree,2,13,91,4.8,1.02,3.35,Yes
25,3491,122653,22,High school degree,0,2,16,9.8,0.31,1.26,Yes
25,3491,122655,19,Did not complete high school,3,0,21,7.1,0.48,1.01,No
25,3491,122694,20,High school degree,0,0,26,8.9,0.5,1.81,No
25,3491,122889,35,College degree,10,7,44,0.5,0.11,0.11,No
25,3491,122943,24,College degree,0,2,28,4,0.7,0.42,No
25,3491,122999,30,Post-undergraduate degree,1,6,33,7.4,0.63,1.81,No
25,3491,123027,21,Did not complete high school,1,1,29,24,2.2,4.76,No
25,3491,123040,45,College degree,0,14,81,4.1,1.51,1.81,No
25,3491,123059,38,Post-undergraduate degree,9,11,66,1.2,0.59,0.2,No
25,3491,123079,21,High school degree,1,1,37,8.5,0.9,2.25,No
25,3491,123081,45,College degree,7,13,42,36.8,10.19,5.27,Yes
25,3491,123125,40,Did not complete high school,22,8,141,11,5.06,10.45,No
25,3491,123128,22,College degree,0,1,74,7.5,1.86,3.69,Yes
25,3491,123148,56,High school degree,34,21,475,2.3,3.88,7.05,No
25,3491,123179,37,High school degree,9,11,41,2.9,0.11,1.08,No
25,3491,123217,29,High school degree,3,2,42,9.3,1.77,2.14,No
25,3491,123230,37,College degree,10,6,97,8.3,2.01,6.04,No
25,3491,123242,20,Did not complete high school,3,0,21,17.9,0.53,3.23,Yes
25,3491,123373,30,Some college,6,4,20,9.7,0.51,1.43,Yes
25,3491,123402,26,College degree,0,3,36,17.9,3.02,3.43,Yes
25,3491,123404,18,High school degree,0,0,47,3.6,1.21,0.48,No
25,3491,123432,31,Did not complete high school,5,7,27,4.2,0.56,0.57,No
25,3491,123464,44,Some college,8,8,49,16.3,2.46,5.53,Yes
25,3491,123468,19,High school degree,0,0,24,12.5,0.94,2.06,Yes
49,4358,240017,77,Post-undergraduate degree,2,24,28,10.6,1.37,1.6,No
49,4358,240070,37,College degree,0,9,83,14.9,5.9,6.47,Yes
49,4358,240093,35,College degree,9,6,123,6.1,1.7,5.8,No
49,4358,240152,24,College degree,0,0,64,13,3.98,4.34,Yes
49,4358,240198,31,College degree,1,4,43,7.9,2.49,0.9,No
49,4358,240202,59,College degree,19,21,174,27.9,16.41,32.14,Yes
49,4358,240252,18,High school degree,0,0,27,4.1,0.17,0.94,Yes
49,4358,240289,29,High school degree,8,5,35,21.1,1.65,5.73,Yes
49,4358,240302,38,College degree,6,7,25,31.3,2.21,5.61,Yes
49,4358,240360,27,Some college,3,5,26,2,0.04,0.48,Yes
49,4358,240403,49,High school degree,15,11,35,3,0.74,0.32,No
49,4358,240497,24,Some college,1,2,23,14.8,0.8,2.61,Yes
49,4358,240505,27,College degree,3,5,36,16.2,1.39,4.44,Yes
49,4358,240612,26,High school degree,2,4,26,14.5,0.56,3.21,No
49,4358,240623,32,College degree,0,6,37,3.1,0.59,0.55,Yes
49,4358,240675,53,Post-undergraduate degree,16,13,51,4.1,0.95,1.14,No
49,4358,240676,19,High school degree,0,0,17,14.1,1.04,1.36,Yes
49,4358,240680,18,High school degree,0,0,19,6.4,0.4,0.82,Yes
49,4358,240694,19,High school degree,1,0,21,7.9,1.1,0.55,Yes
49,4358,240697,51,High school degree,25,16,96,21.5,7.31,13.33,No
49,4358,240705,30,Post-undergraduate degree,3,2,40,16.9,2.22,4.54,Yes
49,4358,240722,63,Did not complete high school,22,21,61,13.5,1.83,6.41,No
49,4358,240764,30,College degree,1,4,73,29.8,7.05,14.71,Yes
49,4358,240789,27,College degree,3,3,43,4.5,0.58,1.36,No
49,4358,240792,42,High school degree,15,9,46,13.1,1.06,4.97,No
49,4358,240895,24,College degree,0,3,44,13.5,2.38,3.56,Yes
49,4358,241000,20,High school degree,0,0,23,23.6,3.54,1.89,Yes
49,4358,241089,28,Some college,4,5,20,6.2,0.57,0.67,No
49,4358,241132,25,High school degree,3,2,23,5,0.28,0.87,No
49,4358,241163,24,College degree,0,3,49,5,0.87,1.58,Yes
49,4358,241191,36,Some college,9,7,76,5.7,0.29,4.04,No
49,4358,241279,44,High school degree,11,12,50,22,2.11,8.89,No
49,4358,241350,23,Some college,0,1,45,15.8,1.12,5.99,No
49,4358,241424,32,Some college,1,4,26,3.3,0.24,0.62,No
49,4358,241525,32,High school degree,9,7,53,14.9,5.81,2.08,Yes
49,4358,241564,35,College degree,7,6,76,7,0.56,4.76,No
49,4358,241582,30,Some college,3,6,34,14.3,2.26,2.61,Yes
49,4358,241594,30,Did not complete high school,4,3,36,9.6,0.83,2.63,Yes
49,4358,241652,31,High school degree,6,5,26,6.5,0.33,1.36,No
49,4358,241732,23,Did not complete high school,0,2,16,17.2,0.91,1.84,Yes
49,4358,241770,46,Did not complete high school,11,8,61,10.4,3.44,2.9,No
49,4358,241837,59,Did not complete high school,33,17,308,6.7,7.39,13.25,No
49,4358,241859,39,Post-undergraduate degree,1,10,185,7,10.45,2.5,Yes
49,4358,241980,29,Post-undergraduate degree,3,3,55,27.1,8.35,6.56,Yes
49,4358,242047,26,College degree,2,4,19,3.8,0.11,0.62,No
49,4358,242106,34,High school degree,6,7,27,6.4,0.27,1.46,No
49,4358,242108,30,Did not complete high school,12,5,35,5.7,1.34,0.66,No
49,4358,242216,23,College degree,0,2,29,9.4,0.84,1.89,Yes
49,4358,242303,22,College degree,0,1,76,7.7,3.62,2.24,No
49,4358,242345,27,College degree,0,4,46,1.9,0.23,0.64,Yes
49,4358,242430,30,Some college,0,5,70,6.9,0.37,4.46,Yes
49,4358,242433,23,High school degree,0,1,22,9,0.71,1.27,No
49,4358,242464,42,Post-undergraduate degree,12,13,34,6.1,0.56,1.52,No
49,4358,242467,29,College degree,2,3,55,15.6,1.48,7.1,Yes
49,4358,242512,47,High school degree,16,8,66,1.7,0.1,1.02,No
49,4358,242560,34,College degree,8,7,30,5.7,1.08,0.63,No
49,4358,242597,31,High school degree,11,7,51,12.4,4.14,2.19,Yes
49,4358,242601,35,College degree,10,4,53,19,3.64,6.43,No
49,4358,242691,19,Did not complete high school,2,0,21,12,0.15,2.37,No
49,4358,242710,30,Did not complete high school,7,7,40,11.4,1.78,2.78,Yes
49,4358,242840,25,College degree,0,2,35,0.6,0.07,0.14,No
49,4358,243028,38,Post-undergraduate degree,11,8,40,8.8,1.65,1.87,No
49,4358,243048,18,High school degree,0,0,34,2.8,0.29,0.66,No
49,4358,243058,53,High school degree,10,14,62,13.4,2.38,5.93,Yes
49,4358,243076,31,Did not complete high school,10,5,60,27.3,6.27,10.11,Yes
49,4358,243083,38,College degree,7,7,274,2.3,4.32,1.99,Yes
49,4358,243086,19,High school degree,0,0,21,2.5,0.03,0.49,No
49,4358,243118,20,Did not complete high school,2,0,18,2.3,0.06,0.36,No
49,4358,243175,21,High school degree,2,1,22,9.2,1.05,0.98,Yes
49,4358,243209,19,High school degree,0,0,17,5.5,0.51,0.43,No
49,4358,243340,23,College degree,0,1,42,12.2,2.24,2.88,No
49,4358,243351,65,High school degree,25,20,48,7.7,2.81,0.88,No
49,4358,243457,45,Post-undergraduate degree,18,12,88,9.6,4.04,4.41,No
49,4358,243535,21,Some college,0,1,22,1.5,0.1,0.23,No
49,4358,243547,54,Some college,8,10,67,10.5,1.25,5.79,No
49,4358,243554,22,College degree,0,2,24,8,0.64,1.28,Yes
49,4358,243564,20,Some college,0,0,23,14.2,1.86,1.4,Yes
49,4358,243569,41,High school degree,12,9,58,13.1,3.78,3.81,No
49,4358,243578,36,High school degree,14,3,71,6.9,1.43,3.47,No
49,4358,243624,33,Some college,11,8,79,10.8,3.08,5.45,No
49,4358,243673,23,High school degree,2,2,34,3.3,0.22,0.9,No
49,4358,243859,46,Some college,8,6,119,5.6,1.11,5.55,Yes
49,4358,243929,21,Some college,0,0,15,6.1,0.07,0.84,Yes
49,4358,243957,28,College degree,2,4,62,34.8,3.86,17.71,Yes
49,4358,243958,39,Some college,9,8,69,6,0.55,3.59,No
49,4358,243998,54,College degree,4,9,69,12,1.18,7.1,No
49,4358,244010,75,Did not complete high school,22,23,56,7.8,1.79,2.58,No
49,4358,244023,31,College degree,1,7,69,0.4,0.19,0.09,No
49,4358,244034,55,High school degree,32,8,229,4.9,3.03,8.19,No
49,4358,244067,20,Some college,0,0,18,17.4,0.42,2.71,No
49,4358,244106,39,Post-undergraduate degree,3,9,42,15.2,3.08,3.31,No
49,4358,244123,37,Some college,2,8,55,8,1.64,2.76,No
49,4358,244159,20,Some college,0,0,41,4.3,0.47,1.29,No
49,4358,244190,57,College degree,10,10,149,10,3.64,11.26,No
49,4358,244208,50,Did not complete high school,20,15,117,7.6,3.15,5.74,No
49,4358,244269,33,Did not complete high school,2,7,28,1.6,0.14,0.31,No
49,4358,244280,36,Did not complete high school,16,10,44,7.4,1.96,1.3,No
49,4358,244286,21,High school degree,1,0,29,5.7,0.64,1.01,No
49,4358,244337,37,Some college,12,11,121,13.6,4.69,11.77,No
49,4358,244354,27,Post-undergraduate degree,0,4,24,6.1,0.17,1.3,Yes
60,4098,295009,28,College degree,5,5,112,9.9,0.93,10.16,No
60,4098,295028,27,Some college,4,5,40,13.2,3.73,1.55,No
60,4098,295035,32,Some college,4,3,37,4.1,0.48,1.04,Yes
60,4098,295057,28,High school degree,6,5,33,20.5,1.1,5.67,Yes
60,4098,295083,24,College degree,0,2,35,12.1,2.47,1.77,Yes
60,4098,295134,20,High school degree,0,0,44,3.9,1.07,0.65,No
60,4098,295153,39,College degree,16,4,47,16.5,4.16,3.6,No
60,4098,295187,38,College degree,11,8,145,18.5,1.45,25.38,No
60,4098,295193,65,High school degree,38,11,352,2.5,0.39,8.41,No
60,4098,295270,56,High school degree,34,19,215,13.9,14.37,15.51,No
60,4098,295295,18,High school degree,0,0,57,3.1,1.24,0.53,Yes
60,4098,295339,20,Did not complete high school,0,1,18,9.5,0.16,1.55,No
60,4098,295367,62,Did not complete high school,4,13,27,13.2,1.73,1.84,No
60,4098,295386,39,High school degree,13,8,112,21.2,4.63,19.11,Yes
60,4098,295449,29,College degree,3,2,102,9.8,4.83,5.17,Yes
60,4098,295465,30,College degree,4,6,46,3.9,1.26,0.54,No
60,4098,295472,52,Some college,21,14,121,2.4,0.39,2.51,No
60,4098,295518,48,Post-undergraduate degree,19,11,326,10.6,21.18,13.37,Yes
60,4098,295658,20,Did not complete high school,2,0,42,3.1,0.89,0.41,Yes
60,4098,295683,34,College degree,7,3,33,7.5,1.88,0.6,Yes
60,4098,295711,68,Did not complete high school,51,26,274,7,8.59,10.59,No
60,4098,295815,47,Did not complete high school,16,15,51,14.2,3.4,3.85,No
60,4098,295913,37,High school degree,12,8,29,9.3,0.88,1.82,No
60,4098,295930,36,High school degree,9,10,35,0.8,0.09,0.19,No
60,4098,295938,30,College degree,1,6,107,8.9,1.44,8.09,Yes
60,4098,296037,24,High school degree,0,2,21,13.7,1.38,1.5,No
60,4098,296049,24,College degree,0,2,49,13.6,3.04,3.63,Yes
60,4098,296068,31,High school degree,0,6,34,4.2,0.71,0.71,Yes
60,4098,296183,41,College degree,15,13,89,9.2,2.55,5.63,No
60,4098,296309,19,High school degree,0,0,25,24.7,1.23,4.95,Yes
60,4098,296317,20,Some college,0,1,23,1,0.02,0.21,No
60,4098,296325,30,High school degree,8,5,65,9.2,2.45,3.53,No
60,4098,296347,42,High school degree,5,12,72,19.3,0.25,13.65,No
60,4098,296403,27,Did not complete high school,5,5,34,1,0.06,0.28,No
60,4098,296493,24,College degree,0,2,38,1.6,0.03,0.57,No
60,4098,296589,38,High school degree,16,6,71,6.6,1.54,3.15,No
60,4098,296591,24,Did not complete high school,7,2,29,13.6,0.64,3.3,No
60,4098,296685,48,High school degree,7,11,80,3.7,0.79,2.17,No
60,4098,296709,49,College degree,0,11,77,2,0.21,1.33,No
60,4098,296763,18,High school degree,0,0,29,25.9,2.39,5.12,Yes
60,4098,296812,64,High school degree,11,28,27,2.4,0.08,0.57,No
60,4098,296939,19,Did not complete high school,3,0,22,10.9,0.47,1.93,No
60,4098,296988,49,Some college,2,17,36,23.6,2.66,5.84,Yes
60,4098,297023,29,College degree,1,4,26,6.6,0.51,1.21,Yes
60,4098,297063,28,High school degree,3,5,64,9.4,1.03,4.98,Yes
60,4098,297090,27,High school degree,4,3,32,6.7,0.56,1.59,Yes
60,4098,297143,24,College degree,0,2,40,8.6,1.2,2.24,No
60,4098,297166,23,Did not complete high school,2,2,38,12.2,2.23,2.41,Yes
60,4098,297181,43,Post-undergraduate degree,3,8,30,3.1,0.34,0.59,No
60,4098,297207,29,Post-undergraduate degree,1,5,51,12.5,2.43,3.95,No
60,4098,297282,61,Some college,35,9,327,4.6,7.63,7.42,No
60,4098,297308,22,College degree,0,1,20,6.5,0.6,0.7,Yes
60,4098,297345,24,High school degree,2,3,34,2.4,0.27,0.54,No
60,4098,297357,30,Some college,8,3,65,8.8,1.92,3.8,No
60,4098,297360,37,Some college,3,4,57,10.8,0.72,5.44,Yes
60,4098,297382,27,High school degree,4,1,36,14.7,1.46,3.83,Yes
60,4098,297384,22,College degree,0,1,29,3.7,0.08,0.99,No
60,4098,297466,28,Post-undergraduate degree,1,3,77,0.2,0.06,0.1,No
60,4098,297470,31,High school degree,11,4,41,2,0.34,0.48,No
60,4098,297480,44,Did not complete high school,14,12,68,14.9,1.78,8.35,No
60,4098,297533,69,High school degree,24,22,84,20.2,5.63,11.33,No
60,4098,297538,26,High school degree,5,2,42,10.6,2.13,2.32,Yes
60,4098,297698,51,Some college,9,15,96,16.8,0.58,15.55,Yes
60,4098,297702,20,Some college,0,0,77,9.6,3.85,3.54,Yes
60,4098,297820,24,Some college,2,0,43,7.3,1.24,1.9,No
60,4098,297849,53,Did not complete high school,17,9,59,0.5,0.03,0.26,No
60,4098,297867,29,High school degree,0,4,28,4.7,0.14,1.18,Yes
60,4098,297897,52,Some college,28,16,368,21.3,24.06,54.32,Yes
60,4098,297922,28,Some college,4,4,20,21.1,0.57,3.65,No
60,4098,297926,35,High school degree,17,5,160,13.5,9.07,12.53,Yes
60,4098,297953,20,High school degree,0,0,27,10.3,0.39,2.39,Yes
60,4098,297963,27,Post-undergraduate degree,0,3,36,4.1,0.73,0.75,No
60,4098,298020,34,College degree,2,4,46,22.5,1.21,9.14,No
60,4098,298062,46,Post-undergraduate degree,13,14,84,9.9,1.71,6.6,No
60,4098,298134,36,College degree,4,8,101,6.7,2.09,4.68,Yes
60,4098,298170,51,College degree,4,6,43,3.3,0.2,1.22,No
60,4098,298250,39,Did not complete high school,20,10,52,19.7,2.33,7.92,No
60,4098,298314,33,College degree,4,6,24,27.7,3.2,3.44,Yes
60,4098,298328,65,High school degree,38,25,231,9.3,2.02,19.46,No
60,4098,298383,35,Some college,10,8,263,4.9,9.27,3.62,Yes
60,4098,298392,41,High school degree,22,7,226,17.4,7.12,32.21,Yes
60,4098,298415,23,Some college,0,1,33,1.7,0.24,0.32,No
60,4098,298439,23,Did not complete high school,5,1,23,24.3,3.5,2.08,Yes
60,4098,298509,34,Post-undergraduate degree,0,5,120,6.4,5.55,2.13,Yes
60,4098,298541,18,High school degree,0,0,30,19.8,2.3,3.64,Yes
60,4098,298547,29,Post-undergraduate degree,3,2,26,7.8,0.46,1.57,No
60,4098,298591,38,College degree,13,12,204,19.5,15.43,24.35,Yes
60,4098,298602,32,College degree,8,5,44,13.7,1.35,4.68,No
60,4098,298624,34,High school degree,12,7,58,19.9,2.49,9.05,No
60,4098,298629,37,Did not complete high school,14,4,67,13.4,2.12,6.86,No
60,4098,298696,37,Some college,4,6,53,15.5,1.27,6.95,No
60,4098,298736,37,Some college,4,6,30,4.6,0.71,0.67,No
60,4098,298857,45,College degree,16,13,53,5.7,0.93,2.09,No
60,4098,298915,48,Some college,4,12,57,12.1,2.46,4.43,No
60,4098,298944,36,Did not complete high school,12,5,55,5.8,1.2,1.99,No
60,4098,298965,26,High school degree,1,3,42,1.5,0.08,0.55,Yes
60,4098,298970,60,Did not complete high school,31,22,170,8,8.77,4.83,No
60,4098,298976,37,High school degree,2,9,31,9.6,1.54,1.44,No
60,4098,298996,27,College degree,1,2,21,14.4,0.52,2.51,No
60,4098,299036,26,Did not complete high school,6,2,46,9.8,0.34,4.17,No
64,1919,315016,32,Some college,7,5,34,10.7,0.52,3.12,No
64,1919,315053,23,Some college,0,1,16,7.8,0.35,0.9,No
64,1919,315060,58,Some college,18,13,54,4.2,0.82,1.45,No
64,1919,315086,34,Did not complete high school,0,7,26,1.9,0.18,0.32,No
64,1919,315102,30,High school degree,0,4,17,4.9,0.41,0.42,Yes
64,1919,315108,25,Some college,2,3,52,7.7,1.07,2.93,No
64,1919,315159,24,High school degree,3,2,24,10.7,1.98,0.59,No
64,1919,315169,34,College degree,1,7,40,17.6,1.68,5.36,Yes
64,1919,315203,64,Did not complete high school,7,26,24,6.5,0.29,1.27,No
64,1919,315213,29,College degree,2,5,34,19,1.03,5.43,Yes
64,1919,315234,21,High school degree,1,1,29,0.9,0.02,0.24,No
64,1919,315273,50,College degree,9,11,24,15.7,0.58,3.18,No
64,1919,315276,25,College degree,0,2,29,15.7,1.83,2.73,Yes
64,1919,315313,27,High school degree,6,5,20,13.2,1.44,1.2,No
64,1919,315326,25,Some college,4,3,41,18.4,2.01,5.54,No
64,1919,315336,27,College degree,3,5,41,4.8,0.55,1.41,Yes
64,1919,315373,26,High school degree,4,4,31,5.5,0.25,1.45,No
64,1919,315412,49,High school degree,6,12,49,1.7,0.5,0.33,No
64,1919,315414,41,Some college,0,8,39,29.1,2.16,9.19,Yes
64,1919,315422,30,High school degree,4,2,55,5.5,1.45,1.57,No
64,1919,315442,37,Did not complete high school,16,8,43,5.6,0.64,1.77,No
64,1919,315481,34,High school degree,9,3,62,8,0.4,4.56,No
64,1919,315507,50,College degree,23,11,104,4.8,0.93,4.06,No
64,1919,315508,28,Some college,4,2,58,12.6,2.48,4.83,Yes
64,1919,315514,19,High school degree,0,0,20,3.1,0.26,0.36,Yes
64,1919,315526,25,College degree,0,1,31,3.9,0.37,0.84,Yes
64,1919,315544,18,High school degree,0,0,15,12.2,0.37,1.46,No
64,1919,315548,24,College degree,0,2,32,5.6,0.25,1.54,Yes
64,1919,315568,30,High school degree,5,6,26,14.8,0.97,2.87,Yes
64,1919,315609,36,High school degree,1,4,55,19.6,6.36,4.42,Yes
64,1919,315619,32,College degree,0,5,38,3.7,0.18,1.22,Yes
64,1919,315633,41,College degree,2,7,94,7,1.16,5.42,No
64,1919,315665,47,High school degree,28,11,189,3.2,4.18,1.87,No
64,1919,315677,57,Did not complete high school,26,22,78,5.8,1.24,3.28,No
64,1919,315731,26,Did not complete high school,4,3,34,19,0.67,5.79,Yes
64,1919,315743,34,College degree,6,5,65,14.4,4.98,4.38,Yes
64,1919,315748,33,High school degree,0,7,64,10.6,2.69,4.1,No
64,1919,315754,53,Post-undergraduate degree,9,11,97,22.3,9.21,12.42,Yes
64,1919,315771,61,High school degree,20,17,91,4.3,1.26,2.65,No
64,1919,315800,18,High school degree,0,0,14,4.3,0.15,0.45,No
64,1919,315812,21,Some college,0,1,18,12.1,0.59,1.59,No
64,1919,315821,28,Did not complete high school,7,2,52,22.1,6.78,4.71,Yes
64,1919,315831,34,High school degree,4,8,49,3.1,0.04,1.48,No
64,1919,315838,20,Did not complete high school,2,0,16,4.7,0.25,0.5,No
64,1919,315857,34,Did not complete high school,11,6,54,10.6,3.12,2.6,No
64,1919,315892,22,Some college,0,1,14,2.5,0.26,0.09,No
64,1919,315898,34,High school degree,8,7,30,24.3,0.21,7.08,No
64,1919,315931,18,High school degree,0,0,18,13.1,0.92,1.44,Yes
64,1919,315948,41,High school degree,21,9,64,0.3,0.12,0.07,No
64,1919,315970,46,Did not complete high school,4,7,67,3.4,0.76,1.52,No
64,1919,316013,21,High school degree,0,1,20,2.2,0.1,0.34,No
64,1919,316027,51,High school degree,19,16,47,22.7,3.28,7.39,No
64,1919,316033,27,Post-undergraduate degree,0,3,25,22.9,1.09,4.64,Yes
64,1919,316060,35,High school degree,15,3,30,21.3,1.28,5.11,No
64,1919,316077,22,College degree,0,2,26,6,0.02,1.54,No
64,1919,316104,65,Did not complete high school,38,13,143,11.1,1.17,14.7,No
64,1919,316135,43,Some college,5,11,27,21.2,2.83,2.9,Yes
64,1919,316149,23,College degree,0,2,23,18,0.51,3.63,Yes
64,1919,316159,66,High school degree,43,22,152,9,5.06,8.62,No
64,1919,316172,25,High school degree,3,2,48,8.2,2.87,1.07,Yes
64,1919,316193,35,College degree,0,11,84,3.4,1.18,1.67,No
64,1919,316201,19,High school degree,0,0,20,12.8,1.14,1.42,No
64,1919,316230,25,College degree,1,1,20,6.9,0.43,0.95,Yes
64,1919,316244,23,College degree,0,1,62,3,0.56,1.3,Yes
64,1919,316258,23,Some college,2,1,40,21.2,2.65,5.83,Yes
64,1919,316268,49,Some college,12,11,85,4.5,2.29,1.53,No
64,1919,316281,45,College degree,6,10,59,10.6,3.8,2.45,No
64,1919,316289,45,High school degree,10,13,45,2.9,0.19,1.12,No
64,1919,316302,32,College degree,6,7,31,5.2,0.38,1.23,No
64,1919,316305,28,College degree,0,4,60,0.5,0.08,0.22,No
64,1919,316309,44,Some college,22,9,131,7,0.83,8.34,No
64,1919,316311,49,Some college,20,9,140,9.9,4.42,9.44,No
64,1919,316315,19,High school degree,0,0,19,4.4,0.06,0.77,No
64,1919,316359,34,Some college,0,6,24,9.4,0.08,2.18,Yes
64,1919,316361,51,Some college,2,15,34,7.2,1.77,0.68,No
